video_id,start_s,end_s,caption
001e3e4e-2743-47fc-8564-d5efd11f9e90,92.497,93.605,#C C places the measuring cup on the table
001e3e4e-2743-47fc-8564-d5efd11f9e90,93.344,94.629,#C C opens the bottle lid
001e3e4e-2743-47fc-8564-d5efd11f9e90,96.454,105.921,#C C pours detergent in the measuring cup
001e3e4e-2743-47fc-8564-d5efd11f9e90,96.454,105.921,#C C pours soap into the bottle lid
001e3e4e-2743-47fc-8564-d5efd11f9e90,105.501,106.749,#C C closes the bottle lid
001e3e4e-2743-47fc-8564-d5efd11f9e90,105.501,106.749,#C C closes the bottle lid
001e3e4e-2743-47fc-8564-d5efd11f9e90,106.728,108.37,#C C puts the bottle in the cabinet
001e3e4e-2743-47fc-8564-d5efd11f9e90,106.728,108.37,#C C returns the bottle soap into the cupboard
001e3e4e-2743-47fc-8564-d5efd11f9e90,108.306,109.778,#C C closes the cabinet door
001e3e4e-2743-47fc-8564-d5efd11f9e90,108.306,109.778,#C C closes the cupboard
001e3e4e-2743-47fc-8564-d5efd11f9e90,109.778,112.381,#C C puts the detergent in the washing machine
001e3e4e-2743-47fc-8564-d5efd11f9e90,110.76,112.381,#C C pours soap on the clothes inside the laundry machine
001e3e4e-2743-47fc-8564-d5efd11f9e90,112.168,115.133,#C C closes the washing machine door
001e3e4e-2743-47fc-8564-d5efd11f9e90,116.029,126.721,#C C closes the laundry machine
001e3e4e-2743-47fc-8564-d5efd11f9e90,118.287,126.592,#C C puts on the laundry machine
00277df3-9107-4592-ba85-b8d054149551,0.15,6.333,#C C walks around the workshop
00277df3-9107-4592-ba85-b8d054149551,0.15,6.333,#C C walks in the workshop
00277df3-9107-4592-ba85-b8d054149551,6.933,7.866,#C C touches a part of a machine with his right hand
00277df3-9107-4592-ba85-b8d054149551,8,9.3,#C C removes his right hand from the machine
00277df3-9107-4592-ba85-b8d054149551,9.566,12.6,#C C walks forward a bit
00277df3-9107-4592-ba85-b8d054149551,11,11.5,#C C places his right leg on a rag 
00277df3-9107-4592-ba85-b8d054149551,11.166,12.3,#C C places his right hand on the machine
00277df3-9107-4592-ba85-b8d054149551,11.166,12.3,#C C places hand on the metallic stand
00277df3-9107-4592-ba85-b8d054149551,11.966,12.9,#C C moves the rag forward with his right leg 
00277df3-9107-4592-ba85-b8d054149551,11.966,12.9,#C C pulls a rag with his leg
00277df3-9107-4592-ba85-b8d054149551,13.1,13.7,#C C removes his right hand from the machine 
00277df3-9107-4592-ba85-b8d054149551,13.6,15.466,#C C picks a screwdriver from the machine with his right hand
00277df3-9107-4592-ba85-b8d054149551,16.933,17.866,#C C moves a shank of screwdriver with the screwdriver in his right hand
00277df3-9107-4592-ba85-b8d054149551,17.039,17.766,#C C picks a t spanner
00277df3-9107-4592-ba85-b8d054149551,18.433,19.933,#C C drops the screwdriver on the machine
00277df3-9107-4592-ba85-b8d054149551,18.666,19.7,#C C places the t spanner on the metallic stand
00277df3-9107-4592-ba85-b8d054149551,19.8,20.7,#C C touches the button switch of the machine 
00277df3-9107-4592-ba85-b8d054149551,21.333,22.966,#C C removes his left hand from the button switch machine
00277df3-9107-4592-ba85-b8d054149551,24.233,27.7,#O Y walks towards C
00277df3-9107-4592-ba85-b8d054149551,26.202,28.433,#C C walks towards the loan mower
00277df3-9107-4592-ba85-b8d054149551,27.533,29.333,#C C touches the underneath of a lawnmower 
00277df3-9107-4592-ba85-b8d054149551,33.866,34.666,#C C picks an iron from the machine
00277df3-9107-4592-ba85-b8d054149551,34.633,38.1,#C C fixes the iron under the lawnmower
00277df3-9107-4592-ba85-b8d054149551,37.7,38.4,#C C removes his hand from the lawnmower
00277df3-9107-4592-ba85-b8d054149551,31.252,32.9,#C C fixes spring underneath the loan mower
00277df3-9107-4592-ba85-b8d054149551,38.9,40.933,#C C walks forward a bit
00277df3-9107-4592-ba85-b8d054149551,38.779,41.866,#C C walks to the other side of the workshop
00277df3-9107-4592-ba85-b8d054149551,41.863,85,#C C presses the button switch of the machine with his right hand
00277df3-9107-4592-ba85-b8d054149551,60.639,65.633,#O T walks out the workshop
00277df3-9107-4592-ba85-b8d054149551,45.2,50.2,#O Y walks away
00277df3-9107-4592-ba85-b8d054149551,48.033,49.933,#O T walks past Y
00277df3-9107-4592-ba85-b8d054149551,50.233,51.533,#O Y stands 
00277df3-9107-4592-ba85-b8d054149551,43.666,52.7,#C C stands 
00277df3-9107-4592-ba85-b8d054149551,68.466,71.1,#C C removes mobile phone from the pocket
00277df3-9107-4592-ba85-b8d054149551,71.666,85.433,#C C operates the smartphone with his left hand
00277df3-9107-4592-ba85-b8d054149551,74.933,77.366,#C C scrolls phone
00277df3-9107-4592-ba85-b8d054149551,85.329,86.166,#C C removes his right hand from the button switch of the machine 
00277df3-9107-4592-ba85-b8d054149551,86.3,100.466,#C C touches the smartphone with both hands
00277df3-9107-4592-ba85-b8d054149551,86.082,100.466,#C C types on his phone
00277df3-9107-4592-ba85-b8d054149551,86.189,100.466,#C C operates the smartphone with both hands 
003a90b1-7960-44e2-ba2f-308ba83adc70,0.042,4.289,#C C adjusts the camera
003a90b1-7960-44e2-ba2f-308ba83adc70,4.033,5.739,#C C picks a watering can from the table
003a90b1-7960-44e2-ba2f-308ba83adc70,3.926,5.611,#C C picks a kettle from the table
003a90b1-7960-44e2-ba2f-308ba83adc70,11.487,14.787,#C C waters the flowers
003a90b1-7960-44e2-ba2f-308ba83adc70,11.905,14.635,#C C pours water on the plant
003a90b1-7960-44e2-ba2f-308ba83adc70,15.97,18.321,#C C pours water on another plant
003a90b1-7960-44e2-ba2f-308ba83adc70,19.354,21.08,#C C climbs on the sofa
003a90b1-7960-44e2-ba2f-308ba83adc70,19.521,21.208,#C C climbs the couch
003a90b1-7960-44e2-ba2f-308ba83adc70,22.04,25.24,#C C waters the flowers
003a90b1-7960-44e2-ba2f-308ba83adc70,22.212,24.987,#C C pours water on another plant
003a90b1-7960-44e2-ba2f-308ba83adc70,26.776,30.256,#C C puts the cushion well on the couch
003a90b1-7960-44e2-ba2f-308ba83adc70,30.682,39.687,#C C pours water on another plant
003a90b1-7960-44e2-ba2f-308ba83adc70,42.138,45.917,#C C walks on the couch
003a90b1-7960-44e2-ba2f-308ba83adc70,47.453,51.357,#C C pours water on another plant
003a90b1-7960-44e2-ba2f-308ba83adc70,51.645,55.24,#C C walks on the couch
003a90b1-7960-44e2-ba2f-308ba83adc70,55.046,55.987,#C C pours water on another plant
003a90b1-7960-44e2-ba2f-308ba83adc70,64.111,67.424,#C C climbs down the chair
003a90b1-7960-44e2-ba2f-308ba83adc70,63.587,66.336,#C C walks on the couch
003a90b1-7960-44e2-ba2f-308ba83adc70,65.29,67.189,#C C gets out of the couch
003a90b1-7960-44e2-ba2f-308ba83adc70,70.624,73.034,#C C waters the flowers
003a90b1-7960-44e2-ba2f-308ba83adc70,71.087,72.821,#C C pours water on the plant
003a90b1-7960-44e2-ba2f-308ba83adc70,76.194,80.994,#C C pours water on another plant
003a90b1-7960-44e2-ba2f-308ba83adc70,83.768,86.178,#C C opens the door
003a90b1-7960-44e2-ba2f-308ba83adc70,84.271,86.487,#C C opens the door
003a90b1-7960-44e2-ba2f-308ba83adc70,85.837,86.904,#C C enters another room
003a90b1-7960-44e2-ba2f-308ba83adc70,89.721,92.538,#C C waters the flowers
003a90b1-7960-44e2-ba2f-308ba83adc70,90.49,92.432,#C C pours water on another plant
003a90b1-7960-44e2-ba2f-308ba83adc70,97.781,102.48,#C C pours water on another plant
003a90b1-7960-44e2-ba2f-308ba83adc70,104.357,105.405,#C C moves hand towards the head
003a90b1-7960-44e2-ba2f-308ba83adc70,104.784,108.633,#C C adjusts the camera
003a90b1-7960-44e2-ba2f-308ba83adc70,107.187,108.633,#C C enters another room
0031d268-818c-4ec4-a804-935be610a61a,0.133,7.5,#C C looks around.
0031d268-818c-4ec4-a804-935be610a61a,7.266,10.466,#C C touches the floor.
0031d268-818c-4ec4-a804-935be610a61a,7.6,8.933,#C C moves the hand.
0031d268-818c-4ec4-a804-935be610a61a,11.233,13.866,#C C lifts the tile.
0031d268-818c-4ec4-a804-935be610a61a,12.766,14.266,#C C carries a piece of tile with his hands.
0031d268-818c-4ec4-a804-935be610a61a,12.193,13.433,#C C turns the tile.
0031d268-818c-4ec4-a804-935be610a61a,14.2,19.133,#C C puts the tile on the floor.
0031d268-818c-4ec4-a804-935be610a61a,13.9,18.966,#C C places the piece of tile on the floor.
0031d268-818c-4ec4-a804-935be610a61a,19.966,21.433,#C C picks the pen.
0031d268-818c-4ec4-a804-935be610a61a,19.833,21.1,#C C picks up a marker from the floor with his right hand.
0031d268-818c-4ec4-a804-935be610a61a,21.033,21.866,#C C touches the tile.
0031d268-818c-4ec4-a804-935be610a61a,21.7,25.3,#C C marks on the tile.
0031d268-818c-4ec4-a804-935be610a61a,22.233,25.266,#C C marks the piece of tile with the marker.
0031d268-818c-4ec4-a804-935be610a61a,25.401,27.166,#C C lifts the tile.
0031d268-818c-4ec4-a804-935be610a61a,25.401,29.366,#C C moves the piece of tile on the floor with his hands.
0031d268-818c-4ec4-a804-935be610a61a,25.6,29.566,#C C moves the tile.
0031d268-818c-4ec4-a804-935be610a61a,29.303,31.633,#C C marks on the tile.
0031d268-818c-4ec4-a804-935be610a61a,29.719,31.366,#C C marks the piece of tile with the marker.
0031d268-818c-4ec4-a804-935be610a61a,31.39,32.866,#C C lifts the tile.
0031d268-818c-4ec4-a804-935be610a61a,31.402,33.033,#C C carries the piece of tile from the floor with his hands.
0031d268-818c-4ec4-a804-935be610a61a,32.667,34.133,#C C places the piece of tile on his lap.
0031d268-818c-4ec4-a804-935be610a61a,32.797,33.833,#C C puts the tile on the lap.
0031d268-818c-4ec4-a804-935be610a61a,33.366,34.933,#C C picks up a square ruler from the floor with his right hand.
0031d268-818c-4ec4-a804-935be610a61a,33.233,34.266,#C C picks the triangle ruler.
0031d268-818c-4ec4-a804-935be610a61a,34.733,35.766,#C C passes the triangle ruler to the left hand.
0031d268-818c-4ec4-a804-935be610a61a,35.5,36.433,#C C puts the triangle ruler on the tile.
0031d268-818c-4ec4-a804-935be610a61a,35.428,36.366,#C C places the square ruler on the floor.
0031d268-818c-4ec4-a804-935be610a61a,35.766,36.733,#C C lifts the tile.
0031d268-818c-4ec4-a804-935be610a61a,37.466,39.333,#C C marks the piece of tile on his lap with the marker.
0031d268-818c-4ec4-a804-935be610a61a,37.545,38.966,#C C marks the tile.
0031d268-818c-4ec4-a804-935be610a61a,38.6,40.066,#C C moves the square ruler on the piece of tile on his lap.
0031d268-818c-4ec4-a804-935be610a61a,38.6,39.6,#C C passes the tile to the right hand.
0031d268-818c-4ec4-a804-935be610a61a,39.134,40.766,#C C puts the triangle ruler on the tile.
0031d268-818c-4ec4-a804-935be610a61a,39.726,42.366,#C C looks at the tile.
0031d268-818c-4ec4-a804-935be610a61a,41.566,43.566,#C C marks on the tile with the pen.
0031d268-818c-4ec4-a804-935be610a61a,41.845,43.366,#C C marks the piece of tile on his lap with the marker.
0031d268-818c-4ec4-a804-935be610a61a,43.3,43.833,#C C passes the triangle ruler to the right hand.
0031d268-818c-4ec4-a804-935be610a61a,43.633,44.333,#C C drops the square ruler on the floor.
0031d268-818c-4ec4-a804-935be610a61a,43.566,44.466,#C C puts the triangle ruler on the floor.
0031d268-818c-4ec4-a804-935be610a61a,43.966,44.666,#C C touches the tile.
0031d268-818c-4ec4-a804-935be610a61a,44.5,45.366,#C C marks the piece of tile on his lap with the marker.
0031d268-818c-4ec4-a804-935be610a61a,44.533,45.433,#C C writes on the tile.
0031d268-818c-4ec4-a804-935be610a61a,45.033,45.833,#C C drops the marker on the floor.
0031d268-818c-4ec4-a804-935be610a61a,45.7,47.366,#C C stand up.
0031d268-818c-4ec4-a804-935be610a61a,45.153,47.1,#C C carries the piece of tile from his lap with his hands.
0031d268-818c-4ec4-a804-935be610a61a,47.5,59.566,#C C walks to the balcony on the building.
0031d268-818c-4ec4-a804-935be610a61a,47.2,59.7,#C C walks around.
0031d268-818c-4ec4-a804-935be610a61a,52.646,53.833,#C C passes the tile to the right hand.
0031d268-818c-4ec4-a804-935be610a61a,54.889,56.833,#C C opens the door with his left hand.
0031d268-818c-4ec4-a804-935be610a61a,54.921,56.966,#C C opens the door.
0031d268-818c-4ec4-a804-935be610a61a,56,58.266,#C C steps forward.
0031d268-818c-4ec4-a804-935be610a61a,57.6,60.066,#C C closes the door with his left hand.
0031d268-818c-4ec4-a804-935be610a61a,57.7,59.7,#C C closes the door.
0031d268-818c-4ec4-a804-935be610a61a,59.733,61.3,#C C holds the tile.
0031d268-818c-4ec4-a804-935be610a61a,61.566,63.2,#C C kneels down.
0031d268-818c-4ec4-a804-935be610a61a,61.866,63.433,#C C places the piece of tile on a bucket.
0031d268-818c-4ec4-a804-935be610a61a,62.135,63.366,#C C puts the tile on the bucket.
0031d268-818c-4ec4-a804-935be610a61a,62.938,64.666,#C C picks up a tie filer from the floor with right hand.
0031d268-818c-4ec4-a804-935be610a61a,63.023,64.3,#C C picks the ceramic tile cutter.
0031d268-818c-4ec4-a804-935be610a61a,63.866,65.4,#C C passes the ceramic tile cutter to the left hand.
0031d268-818c-4ec4-a804-935be610a61a,64.633,66.466,#C C turns on the tile cutter with his right hand.
0031d268-818c-4ec4-a804-935be610a61a,64.612,66.033,#C C passes the ceramic tile cutter to the left hand.
0031d268-818c-4ec4-a804-935be610a61a,66.164,66.833,#C C touches the tile.
0031d268-818c-4ec4-a804-935be610a61a,66.5,66.9,#C C moves the tile.
0031d268-818c-4ec4-a804-935be610a61a,66.723,68.166,#C C touches the tile.
0031d268-818c-4ec4-a804-935be610a61a,67.155,87.2,#C C cuts the tile with the ceramic tile cutter.
0031d268-818c-4ec4-a804-935be610a61a,67.423,86.266,#C C cuts the piece of tile on the bucket with the tile cutter.
0031d268-818c-4ec4-a804-935be610a61a,67.423,86.266,#C C turns  the piece of tile on the bucket with his left hand.
0031d268-818c-4ec4-a804-935be610a61a,87.2,88.866,#C C moves the tile.
0031d268-818c-4ec4-a804-935be610a61a,87.133,87.833,#C C touches the tile.
0031d268-818c-4ec4-a804-935be610a61a,89.062,106.933,#C C cuts the tile with the ceramic tile cutter.
0031d268-818c-4ec4-a804-935be610a61a,89.189,106.933,#C C cuts the piece of tile on the bucket with the tile cutter.
0031d268-818c-4ec4-a804-935be610a61a,106.966,108.666,#C C puts the tile on the paper package.
0031d268-818c-4ec4-a804-935be610a61a,107.501,108.733,#C C drops a piece of tile in the waste carton.
0031d268-818c-4ec4-a804-935be610a61a,108.933,109.8,#C C moves the tile.
0031d268-818c-4ec4-a804-935be610a61a,109.732,114.866,#C C cuts the tile with the ceramic tile cutter.
0031d268-818c-4ec4-a804-935be610a61a,110.404,114.6,#C C trims the piece of tile on the bucket with the tile cutter.
0031d268-818c-4ec4-a804-935be610a61a,114.7,116.366,#C C turns off the tile cutter with his right hand.
0031d268-818c-4ec4-a804-935be610a61a,114.604,115.3,#C C touches the ceramic tile cutter.
0031d268-818c-4ec4-a804-935be610a61a,115.421,116.8,#C C drops the tile cutter on the floor.
0031d268-818c-4ec4-a804-935be610a61a,115.421,116.866,#C C puts the ceramic tile cutter on the floor.
0031d268-818c-4ec4-a804-935be610a61a,117.6,118.833,#C C picks the tile.
0031d268-818c-4ec4-a804-935be610a61a,117.466,118.766,#C C carries the piece of tile from the bucket
0031d268-818c-4ec4-a804-935be610a61a,118.333,119.2,#C C steps forward.
0031d268-818c-4ec4-a804-935be610a61a,119.033,120.8,#C C places the piece of tile on the waste carton.
0031d268-818c-4ec4-a804-935be610a61a,119.233,120.566,#C C puts the tile on the floor.
0031d268-818c-4ec4-a804-935be610a61a,120.833,121.5,#C C touches the adhesive mixer.
0031d268-818c-4ec4-a804-935be610a61a,121.9,129.333,#C C holds a mixer with his hands.
0031d268-818c-4ec4-a804-935be610a61a,122.1,126.533,#C C mixes the tile adhesive with the adhesive mixer.
0031d268-818c-4ec4-a804-935be610a61a,121.875,126.466,#C C mixes the cement in the bucket with the mixer.
0031d268-818c-4ec4-a804-935be610a61a,126.466,129.033,#C C turns off the mixer with his left hand.
0031d268-818c-4ec4-a804-935be610a61a,127.633,129.166,#C C switches off the adhesive mixer.
0031d268-818c-4ec4-a804-935be610a61a,128.366,129.5,#C C lifts the adhesive mixer.
0031d268-818c-4ec4-a804-935be610a61a,129,130.1,#C C takes out the mixer from the bucket.
0031d268-818c-4ec4-a804-935be610a61a,129.418,130.6,#C C drops the mixer in another bucket.
0031d268-818c-4ec4-a804-935be610a61a,129.633,131.1,#C C touches the wall.
0031d268-818c-4ec4-a804-935be610a61a,129.724,131,#C C puts the adhesive mixer in the bucket.
0031d268-818c-4ec4-a804-935be610a61a,131.266,132.3,#C C moves the leg.
0031d268-818c-4ec4-a804-935be610a61a,131.933,134.2,#C C lifts the bucket.
0031d268-818c-4ec4-a804-935be610a61a,132.691,138.166,#C C carries the buckets containing the cement.
0031d268-818c-4ec4-a804-935be610a61a,133.4,134.233,#C C moves the leg.
0031d268-818c-4ec4-a804-935be610a61a,133.633,135.866,#C C opens the door.
0031d268-818c-4ec4-a804-935be610a61a,133.611,135.333,#C C opens the door with his right hand.
0031d268-818c-4ec4-a804-935be610a61a,135.533,137.766,#C C steps forward.
0031d268-818c-4ec4-a804-935be610a61a,135.833,137.8,#C C walks into the building.
0031d268-818c-4ec4-a804-935be610a61a,136.951,137.9,#C C puts the bucket on the floor.
0031d268-818c-4ec4-a804-935be610a61a,137.035,138.066,#C C drops the cement bucket on the floor.
0031d268-818c-4ec4-a804-935be610a61a,138.433,141.833,#C C touches the door handle.
0031d268-818c-4ec4-a804-935be610a61a,138.532,142.4,#C C closes the door with his left hand.
0031d268-818c-4ec4-a804-935be610a61a,138.927,140.466,#C C picks the tile.
0031d268-818c-4ec4-a804-935be610a61a,139.351,142.333,#C C closes the door.
0031d268-818c-4ec4-a804-935be610a61a,142.066,143.366,#C C puts the tile on the floor.
0031d268-818c-4ec4-a804-935be610a61a,142.652,153.533,#C C carries the buckets containing the cement.
0031d268-818c-4ec4-a804-935be610a61a,142.662,145,#C C lifts the bucket.
0031d268-818c-4ec4-a804-935be610a61a,143.448,144.933,#C C lifts the tile.
0031d268-818c-4ec4-a804-935be610a61a,144.133,153.533,#C C walks around.
0031d268-818c-4ec4-a804-935be610a61a,152.907,154.1,#C C drops the cement bucket on the floor.
0031d268-818c-4ec4-a804-935be610a61a,153.195,154.166,#C C puts the bucket on the floor.
0031d268-818c-4ec4-a804-935be610a61a,153.566,154.966,#C C lifts the tile.
0031d268-818c-4ec4-a804-935be610a61a,154.03,155.266,#C C turns the tile.
0031d268-818c-4ec4-a804-935be610a61a,154.871,157.466,#C C puts the tile on top of the tile.
0031d268-818c-4ec4-a804-935be610a61a,155.406,156.733,#C C kneels down.
0031d268-818c-4ec4-a804-935be610a61a,155.526,157.6,#C C drops the piece of tile in his hand.
0031d268-818c-4ec4-a804-935be610a61a,157.466,158.333,#C C picks the tape measure.
0031d268-818c-4ec4-a804-935be610a61a,157.533,159.633,"#C C picks up a measuring tape, the square ruler and the marker from the floor."
0031d268-818c-4ec4-a804-935be610a61a,158.3,159.7,#C C lifts the triangle ruler.
0031d268-818c-4ec4-a804-935be610a61a,159.133,160.133,#C C passes the triangle ruler to the left hand.
0031d268-818c-4ec4-a804-935be610a61a,159.882,161.666,#C C puts the triangle ruler on the floor.
0031d268-818c-4ec4-a804-935be610a61a,160.081,162.266,#C C drops the square ruler and the marker on the floor.
0031d268-818c-4ec4-a804-935be610a61a,161.034,161.833,#C C passes the tape measure to the left hand.
0031d268-818c-4ec4-a804-935be610a61a,161.419,162.166,#C C drops the measuring tape on the floor.
0031d268-818c-4ec4-a804-935be610a61a,161.458,162.3,#C C puts the tape measure on the floor.
0031d268-818c-4ec4-a804-935be610a61a,162,163.566,#C C picks the plaster.
0031d268-818c-4ec4-a804-935be610a61a,163.135,164.133,#C C picks up a notch trowel from the floor.
0031d268-818c-4ec4-a804-935be610a61a,164.933,166.533,#C C lifts the bucket.
0031d268-818c-4ec4-a804-935be610a61a,165.191,167.066,#C C scoops the cement from the bucket with the notch trowel.
0031d268-818c-4ec4-a804-935be610a61a,165.264,166.833,#C C scoops the tile adhesive.
0031d268-818c-4ec4-a804-935be610a61a,166.633,168.066,#C C puts the tile adhesive on the floor.
0031d268-818c-4ec4-a804-935be610a61a,166.74,168.066,#C C cements the floor with the notch trowel.
0031d268-818c-4ec4-a804-935be610a61a,167.033,167.966,#C C scoops the tile adhesive with the plaster.
0031d268-818c-4ec4-a804-935be610a61a,168.287,169.933,#C C scoops the cement from the bucket with the notch trowel.
0031d268-818c-4ec4-a804-935be610a61a,169.614,170.533,#C C puts the bucket on the floor.
0031d268-818c-4ec4-a804-935be610a61a,170.063,201,#C C spreads the tile adhesive on the floor.
0031d268-818c-4ec4-a804-935be610a61a,170.188,200.633,#C C cements the floor with the notch trowel.
0031d268-818c-4ec4-a804-935be610a61a,170.695,171.633,#C C touches the floor.
0031d268-818c-4ec4-a804-935be610a61a,201.218,214.833,#C C cements the the piece of tile with the notch trowel.
0031d268-818c-4ec4-a804-935be610a61a,201.419,202.166,#C C touches the tile.
0031d268-818c-4ec4-a804-935be610a61a,201.61,214.733,#C C spreads the tile adhesive  on the tile.
0031d268-818c-4ec4-a804-935be610a61a,202.432,202.8,#C C passes the plaster to the left hand.
0031d268-818c-4ec4-a804-935be610a61a,202.775,203.8,#C C passes the plaster to the right hand.
0031d268-818c-4ec4-a804-935be610a61a,203.341,204.233,#C C touches the tile.
0031d268-818c-4ec4-a804-935be610a61a,203.74,214.733,#C C spreads the  tile adhesive on the tile.
0031d268-818c-4ec4-a804-935be610a61a,205.606,206.533,#C C touches the tile.
0031d268-818c-4ec4-a804-935be610a61a,206.6,207.433,#C C rubs the finger on the tile.
0031d268-818c-4ec4-a804-935be610a61a,207.333,208,#C C touches the tile.
0031d268-818c-4ec4-a804-935be610a61a,207.406,214.8,#C C spreads the tile adhesive on the tile.
0031d268-818c-4ec4-a804-935be610a61a,212.376,213.2,#C C puts the hand on the lap.
0031d268-818c-4ec4-a804-935be610a61a,214.685,216.333,#C C puts the plaster on top of the bucket.
0031d268-818c-4ec4-a804-935be610a61a,215.242,216.266,#C C drops  the notch trowel on the cement bucket.
0031d268-818c-4ec4-a804-935be610a61a,216.566,218.966,#C C lifts the tile.
0031d268-818c-4ec4-a804-935be610a61a,216.218,221.2,#C C carries the piece of tile from the pieces of tile on the floor.
0031d268-818c-4ec4-a804-935be610a61a,218.5,219.9,#C C looks at the mirror.
0031d268-818c-4ec4-a804-935be610a61a,216.466,218.966,#C C lifts the tile.
0031d268-818c-4ec4-a804-935be610a61a,220.605,225.8,#C C puts the tile on the floor.
0031d268-818c-4ec4-a804-935be610a61a,220.702,226,#C C places the piece of tile on the floor.
0031d268-818c-4ec4-a804-935be610a61a,223.766,225.7,#C C moves the tile.
0031d268-818c-4ec4-a804-935be610a61a,225.217,227.666,#C C presses the tile.
0031d268-818c-4ec4-a804-935be610a61a,226.233,227.033,#C C moves the hand.
0031d268-818c-4ec4-a804-935be610a61a,228.806,231.4,#C C picks the tile clips.
0031d268-818c-4ec4-a804-935be610a61a,229.858,231.7,#C C picks up the tile spacer clips from the carton.
0031d268-818c-4ec4-a804-935be610a61a,231.161,231.9,#C C holds the tile clips.
0031d268-818c-4ec4-a804-935be610a61a,231.615,233.233,#C C drops the tile spacer clips on the floor.
0031d268-818c-4ec4-a804-935be610a61a,232.933,256.566,#C C puts the tile clips on the tile.
0089fd8c-1b30-468e-b0c9-98d265e4d705,0.666,2.166,#C C picks a dustbin
0089fd8c-1b30-468e-b0c9-98d265e4d705,0,0.6,#C C adjusts camera
